;Nazwa;Kategoria;zdjecie;Cena zawiera podatek. (brutto);Opis
193;  Rdzawa trójnożna lampa stojąca Xirena I ;35;"https://lw-cdn.com/images/0E8A90DE692B/k_6585653a270e5c240947488811d5c40d;w_353;h_353;q_70/rdzawa-trojnozna-lampa-stojaca-xirena-i.jpg"; 548,70zł ;Duża, przyciągająca wzrok lampa stojąca Xirena I wykonana z metalu w kolorze rdzy  Lampa stojąca Xirena I zasadniczo różni się od klasycznych lamp stojących, gdyż o jej wyjątkowości decydują futurystyczny wygląd, trójnożna podstawa i odchylany, okrągły klosz, które niezawodnie przyciągają wzrok. Trzy nogi mają możliwość regulacji wysokości, dzięki czemu lampę stojącą Xirena I można nie tylko dowolnie ustawiać, ale także regulować wysokość jej strumienia świetlnego. Duży klosz można odchylać, co umożliwia wybór dokładnej wysokości i kąta nachylenia oraz zapewnia w pomieszczeniu ukierunkowane światło punktowe. Dzięki pomalowanemu na rdzawy kolor metalowi i nietypowemu kloszowi lampa stojąca Xirena I sprawdza się w nowoczesnych pokojach i podkreśla ich wygląd nawet wtedy, gdy jest wyłączona.  
194;  serien.lighting Reflex² S lampa stojąca LED ;35;"https://lw-cdn.com/images/6E8C20A49AB8/k_6ab2d1785ab516ed18378928b0797f2c;w_353;h_353;q_70/serien-lighting-reflex-s-lampa-stojaca-led.jpg"; Special Price  2816,18zł ;Reflex² - minimalistycznie zaprojektowany naświetlacz sufitowy z aluminium  Reflex² to prosta, nowoczesna oprawa podłogowa LED, która emituje pośrednie światło do pomieszczenia przez sufit, zapewniając w ten sposób całkowicie nieoślepiające oświetlenie w biurze, w prywatnych pokojach lub w publicznych salonach. Oprawa, pomyślana jako współczesne ujęcie klasycznej oprawy sufitowej, prezentuje się w formie otwartego prostopadłościanu, którego kontury wyznaczają smukłe, zaokrąglone od wewnątrz aluminiowe rozpórki. Otwarty, liniowy design sprawia, że oprawa staje się minimalistycznym obiektem oświetleniowym w pomieszczeniu. Jasność można regulować za pomocą wbudowanego w podstawę ściemniacza, a funkcja dim-to-warm daje cieplejsze światło w zakresie od 3 000 K do 2 200 K.  Reflektor sufitowy LED Reflex² został zaprojektowany przez Jeana-Marca da Costę. Urodzony w Szwajcarii projektant założył wraz z Manfredem Wolfem firmę serien.lighting, która jest inicjatorem i innowatorem w zakresie wzornictwa, technologii i metod produkcji. 
195;  Lampa podłogowa Flechtwerk, lejek, grafit ;35;"https://lw-cdn.com/images/A55880846A7F/k_aca52b48e1bcc85f799cb2644b1409e7;w_353;h_353;q_70/lampa-podlogowa-flechtwerk-lejek-grafit.jpg"; 754,39zł ;Wspaniała designerska lampa podłogowa z wikliny z niesamowitymi efektami świetlnymi  Jak większość produktów designerskich, także ta lampa podłogowa posiada różnego rodzaju cechy szczególne, z których nie wszystkie rzucają się w oczy na pierwszy rzut oka. Optyka jest jednak oczywiście jedną z rzeczy, które natychmiast otwierają się przed widzem. Ciemny klosz otwiera się ku górze w kształcie lejka i tym samym przypomina pod względem funkcji również uplighter. Efekt świetlny jest podobnie przytulny, ale klosz designerskiej lampy podłogowej Flechtwerk punktuje wyjątkową strukturą, która również przypomina szachownicę. Pominięcia w kloszu i małe, grafitowe elementy przeplatają się w stałej strukturze i są odpowiedzialne za elegancki efekt świetlny po włączeniu lampy, który oddziałuje nie tylko bezpośrednio na lampę, ale jeszcze na otaczające ją powierzchnie projekcyjne, na których ukazuje się wspaniały wzór światła i cienia.  Klosz, który jest produkowany w Niemczech, nie jest wykonany z plastiku, ale z innowacyjnego biomateriału, który charakteryzuje się lekkością, stabilnością i możliwością wycierania, bazą materiałową są wyłącznie surowce odnawialne, a ponadto jest wolny od ropy naftowej i składników toksycznych. Produkcja w drukarce 3D odbywa się przy zerowej emisji i wykorzystaniu zielonej energii elektrycznej, a także idea zero odpadów (zużywane jest tylko to, co faktycznie stanowi część klosza) jest zgodna z ideą zrównoważonego rozwoju, którą projektanci kierują się przy produkcji swoich lamp. 
196;  Artemide Tolomeo lampa podłogowa E27 aluminium ;35;"https://lw-cdn.com/images/DB3BE549CA76/k_5930c03a6889e1638fc907f2b1153d4d;w_353;h_353;q_70/artemide-tolomeo-lampa-podlogowa-e27-aluminium.jpg"; Special Price  1841,38zł ;Lampa stojąca o zmiennej regulacji Tolomeo  Lampa stojąca Tolomeo, zaprojektowana przez Michele De Lucchi i Giancarlo Fassina dla włoskiego producenta lamp Artemide, może być regulowana za pomocą specjalnego mechanizmu zarówno pod względem wysokości, jak i rozpiętości. Tworząc już w roku 1986 lampę stołową Tolomeo, Michele De Lucchi zainspirował się Trabucchi, tradycyjnymi żurawiami rybackimi rybaków z Apulii. W przypadku tych żurawi drążki, do których przymocowano sieć, są utrzymywane przez liny. Zasadę, zgodnie z którą za pomocą ramienia podnoszącego i liny można zawiesić drążek, de Lucchi wykorzystał w swoim modelu Tolomeo.  Ponadczasowy wygląd sprawia również, że lampa stojąca Tolomeo jest obiektem wyposażenia wnętrz dla każdego stylu mieszkania.  - wysokiej jakości produkt firmy Artemide Pobierz:   Specyfikacja techniczna                    (182 KB)    Instrukcja obsługi                    (2.7 MB) 
197;  Lampa stojąca Romeo Soft F o błogim świetle ;35;"https://lw-cdn.com/images/197E86B227D4/k_95eed6a9ad46ebfdd89c64d540fe9c6e;w_353;h_353;q_70/lampa-stojaca-romeo-soft-f-o-blogim-swietle.jpg"; Special Price  4776,34zł ;Ponadczasowy klasyk: lampa stojąca ROMEO SOFT T1 firmy FLOS emituje ciepłe światło, które zaprasza do poczucia się komfortowo  Można by pomyśleć, że plisowany klosz jest tak stary, jak historia samej lampy. Słowo „plisa” pochodzi z języka francuskiego i oznacza coś „ułożonego w fałdy”, co bez wątpienia dotyczy również tego przypadku. Dzięki fałdom, które wyglądają bardzo szykownie, klosz przepuszcza w kilku miejscach mniej światła niż w innych, przez co, w połączeniu z tworzywem w kolorze kremowym, powstaje ciepły promień światła. Lampa wygląda tak samo pięknie w klasycznie, jak i w nowocześnie urządzonych pomieszczeniach.   Firma FLOS istnieje już od ponad 50 lat, projektując niezwykłe i wysokiej jakości lampy dzięki zespołowi znanych projektantów. Jej produkty znane są na całym świecie i były wielokrotnie wyróżniane. Pobierz:   Instrukcja obsługi                    (708 KB)    Specyfikacja techniczna                    (312 KB)    Photometric Data LDT                    (3 KB) 
198;  KARE Nature Straight lampa podłogowa z drewna ;35;"https://lw-cdn.com/images/439F0F23AC47/k_e34fc6684a3b8da4510e1198979059c5;w_353;h_353;q_70/kare-nature-straight-lampa-podlogowa-z-drewna.jpg"; 2247,07zł ;Lampa stojąca Nature Straight - każdy egzemplarz jest unikatem  W przypadku lampy stojącej Nature Straight nowoczesna elegancja spotyka się z czystą naturą. W Indonezji zbierane jest dryfujące drewno ukształtowane przez morze. Pojedyncze znaleziska są przetwarzane na indywidualne lampy i czynią każdą z nich niepowtarzalnym okazem. Naturalnie rosnące drewno na solidnej stopie - taka jest podstawa lampy stojącej Natur Straight. Spoczywający na niej klosz, który wygląda szlachetnie i elegancko, jest wykonany z bawełny. Został on zaprojektowany w kolorze czarnym na zewnątrz i złotym wewnątrz, dzięki czemu świecące światło jest bardzo przytulne.   Każdy egzemplarz lampy stojącej Straight jest unikalny i może różnić się od wersji pokazanej na zdjęciu kształtem, fakturą i kolorem elementu z dryfującego drewna.Pobierz:   Instrukcja obsługi                    (433 KB) 
199;  Lucande Filoreta lampa podłogowa biała ;35;"https://lw-cdn.com/images/BAA3A911BF9C/k_d6ef06c291cd9fa8c955d9384ecd1052;w_353;h_353;q_70/lucande-filoreta-lampa-podlogowa-biala.jpg"; Special Price  418,62zł ;Biała lampa podłogowa Filoreta z mosiężnymi detalami - stylowy styl połowy wieku  Ta lampa podłogowa posiada płaski, okrągły klosz wykonany z ciężkiego, wysokiej jakości metalu oraz filigranową, trójnożną ramę, która również jest wykonana z metalu. Oba elementy utrzymane są w ponadczasowej, bardzo harmonijnej bieli, a pomiędzy nimi, pod oprawami lamp, znajduje się metalowy element ze szczotkowaną mosiężną powierzchnią, dzięki czemu powstaje niewielki, ale warty zobaczenia kontrast. O tym, że w projekcie lampy podłogowej, która została wykonana zgodnie z normami projektowymi, położono nacisk na wybrane detale świadczy również fakt, że kabel pokryty tkaniną ze zintegrowanym włącznikiem nożnym jest dopasowany kolorystycznie do elementu mosiężnego. Filoreta to niewątpliwie szlachetnie wyglądająca oprawa, inspirowana stylem hip retro w połowie wieku, co widać po zredukowanych kształtach geometrycznych i ogólnej ekspresji.   Ponieważ metalowy klosz sam w sobie jest nieprzezroczysty, światło jest skierowane wyłącznie w dół i wydaje się być przyjemnym, pozbawionym olśnień światłem otoczenia, natomiast oświetlenie powierzchni w dół towarzyszy wyraźnej jasności, ponieważ trzy gniazda E27 są dostępne do montażu z indywidualnym wyborem źródła światła.   Dzięki wszystkim swoim cechom, Filoreta to luksusowa gama opraw oświetleniowych, która łączy prostą elegancję z solidną konstrukcją i jest dobrze odbierana w wielu pomieszczeniach mieszkalnych. Pobierz:   Instrukcja obsługi                    (288 KB) 
200;  Lampa stojąca Nida z czarno-złotym kloszem ;35;"https://lw-cdn.com/images/89D5C23A3145/k_67844cdb2da7e8c6d697462ec2e63054;w_353;h_353;q_70/lampa-stojaca-nida-z-czarno-zlotym-kloszem.jpg"; Special Price  647,89zł ;Czarno-złota lampa stojąca Nida z trójnożną podstawą i cylindrycznym kloszem z tkaniny chintz – made in Germany  Nida nadaje się do salonów o chłodnym, nowoczesnym wyglądzie, ponieważ z zewnątrz ta lampa stojąca z tkaniny jest czarna. To, że wnętrze klosza jest złote, widać dopiero później, nie zaś na pierwszy rzut oka. To niezwykłe wykończenie sprawia jednak, że światło jest szczególnie piękne, gdyż ulega odbiciu, a złota powierzchnia klosza zaczyna błyszczeć, gdy tylko załączymy światło.   Zewnętrzna część klosza wykonana jest ze szlachetnej tkaniny Chintz, a cylindryczny kształt przydaje całej lampie nowoczesnego i współczesnego wyrazu. Dzięki temu lampa ta pięknie komponuje się ze stylowymi, designerskimi wnętrzami. Klosz z tkaniny, będący częścią tej lampy stojącej, wizualnie zostaje uzupełniony przez trójnożną podstawę ze sklejki, pokrytą czarnym lakierem, wykonaną tak samo starannie jak klosz.  Ze względów bezpieczeństwa należy wspomnieć, że tkanina chintz została naniesiona na folię nośną klasy materiałów budowlanych B1, która trudno ulega zapłonowi. Do załączania lampy służy przełącznik znajdujący się na oprawie, którego można łatwo dosięgnąć także na siedząco. Nida to wysokiej jakości produkt stworzony w Niemczech, którym z pewnością będziemy się długo cieszyć.  Pobierz:   Instrukcja obsługi                    (1.7 MB) 
201;  Lucande Lian lampa stojąca LED, czarna, aluminium ;35;"https://lw-cdn.com/images/13A4B6A17C5E/k_6341d298d37322e9d01d44fbb3812835;w_353;h_353;q_70/lucande-lian-lampa-stojaca-led-czarna-aluminium.jpg"; Special Price  1712,93zł ;Piękna lampa stojąca LED Lian w kolorze czarnym, zintegrowany ściemniacz, made in Germany  Lian przekonuje bardzo nowoczesnym designem, ponieważ smukła lampa podłogowa składa się z dwóch zakrzywionych ekranów o matowo-czarnej powierzchni, a aluminiowa podstawa służy jako piękny kontrast. Za pomocą wbudowanego ściemniacza dotykowego można komfortowo i bezstopniowo zmieniać jasność lampy podłogowej. Funkcja pamięci zapewnia zachowanie wybranej wartości nawet po wyłączeniu i ponownym włączeniu lampy. W salonie lampa stojąca LED ze swoją barwą światła ciepła biel przyciąga wzrok swoim przyjemnym efektem świetlnym, a dzięki doskonałemu oddawaniu barw (CRI90), kolory w otoczeniu wydają się szczególnie naturalne.   Powierzchnia metalowych elementów została misternie wykończona ręcznie, a cała lampa jest produktem bardzo wysokiej jakości, który został wyprodukowany w Niemczech.  Pobierz:   Instrukcja obsługi                    (203 KB) 
202;  Lucande Matwei lampa stojąca LED, owalna, mosiądz ;35;"https://lw-cdn.com/images/5713895507DD/k_2928762231f16750a094e9310983ab5e;w_353;h_353;q_70/lucande-matwei-lampa-stojaca-led-owalna-mosiadz.jpg"; Special Price  869,84zł ;Nadzwyczajna lampa stojąca Matwei z dwoma łukami świetlnymi z boku i oddzielnym, ruchomym reflektorem, ściemniana w trzech stopniach dzięki funkcji Stepdim  Dynamika i elegancja to cechy wyróżniające tę wyjątkową i nowoczesną lampę stojącą, która tak pięknie wygląda w salonie. Pięknie rozpięte obrzeża z boku czarnego drążka w środku zapewniają przyjemne światło otoczenia. Wybrane kontrasty kolorystyczne w mosiądzu i czerni, jak również precyzyjnie wykonane powierzchnie stanowią o luksusowym charakterze wzornictwa, a ponadto wybór kolorów stanowi piękny trend, który jest bardzo popularny, zwłaszcza w sektorze oświetlenia. Za pomocą włącznika nożnego w przewodzie zasilającym można regulować jasność w trzech stopniach, tak aby zapewnić odpowiednie oświetlenie dla każdego nastroju. Alternatywnie, można włączyć ruchomy reflektor, który jest przymocowany do czarnego drążka pośrodku i można go obracać na boki, jak również w górę i w dół. Po czwartym przełączeniu lampy stojącej Matwei światło LED na łukach wyłącza się i można indywidualnie skierować selektywne światło cylindrycznego spota, które wówczas się włącza, wykorzystując go do czytania.  4-stopniowe ściemnianie + wyłączanie:   Dzięki 4-stopniowej technologii ściemniania i funkcji regularnego wyłączania, lampa może być ściemniana do 100%, 60% i 20% swojej zwykłej jasności oraz włączana i wyłączana jak zwykle. Na czwartym poziomie ściemniania, przy pełnej jasności, włączana jest tylko lampka do czytania. Odbywa się to poprzez kilkukrotne naciśnięcie przełącznika.  Pobierz:   Instrukcja obsługi                    (343 KB) 
203;  Lucande Dustian lampa podłogowa, 3-punktowa ;35;"https://lw-cdn.com/images/F800B6E91E08/k_68587797cc0257e544989a4630f43daa;w_353;h_353;q_70/lucande-dustian-lampa-podlogowa-3-punktowa.jpg"; 758,46zł ;Trzylampowa lampa podłogowa Dustian o wyróżniającym się charakterze wzornictwa i półszklanych kuli świetlnych  Dustian posiada trzy klosze kuliste, które znajdują się na różnych wysokościach i punktowane są ładnym, przezroczystym szklanym spojrzeniem na górę, natomiast dolna połowa wykonana jest z czarnego, lakierowanego metalu, co dotyczy również reszty ramy, tj. okrągłej podstawy i zakrzywionych ramion. Dzięki temu nieco dynamicznemu wyglądowi, lampa podłogowa wygląda nieco figlarnie, ale nadal jest jednym z pewniejszych siebie typów charakteru wśród lamp. Obiektowy charakter serii opraw Dustian jest niepowtarzalny, dzięki czemu oprawy nigdy nie są jedynie źródłem światła, ale zawsze dekoracyjnym wyposażeniem o wyraźnym charakterze wzorniczym. Czarne wykończenie powierzchni wydaje się bardzo modne, a szczególnie piękna kombinacja powstaje przy wyborze lamp LED o wyjątkowo ciepłej barwie światła.   Szklane klosze można dość łatwo wkręcić w metalową misę, a dzięki dużemu otworowi można stosować nawet szczególnie duże lampy kuliste o średnicy do 9,5 cm. Następnie rozwijają one specjalny efekt za szybą, wyraźnie widoczny. Jeśli chcesz, aby światło było jak najprzyjemniejsze, możesz wybrać reflektory z lustrem, które pozwalają uniknąć olśnień i tworzą komfortowe oświetlenie akcentujące w salonie. Pobierz:   Instrukcja obsługi                    (312 KB) 
263;  Jieldé Loft D1200 lampa podłogowa, regulowana ;39;"https://lw-cdn.com/images/5A0C34E1C100/k_bcfbdde2e6d1028be441b72357527e2e;w_353;h_353;q_70/jielde-loft-d1200-lampa-podlogowa-regulowana.jpg"; 3177,90zł ;Solidna lampa podłogowa Loft D1200 z metalu  Smukły kark i dość mała główka lampy podłogowej Loft D1200 są raczej zarezerwowane, jednak lampa jest optyczną atrakcją obok kanapy lub fotela. Jego wygląd przypomina przemysłowe lampy z ubiegłego wieku, dzięki czemu wzbogaca przede wszystkim koncepcje pomieszczeń w stylu przemysłowym lub vintage. Oferuje on również dużą elastyczność dzięki uderzającym przegubom na szyjce oprawy oraz mechanizmom obrotowym na głowicy i podstawie oprawy.  Konstrukcja lampy podłogowej Loft D1200 jest znakiem towarowym francuskiego producenta Jieldé. Producent ten już w latach 50. produkował lampy do użytku przemysłowego, a później także dla gospodarstw domowych. Pomysły na projekt Loft oparte są na pierwszej lampie autorstwa założyciela i projektanta przemysłowego Jean-Louis Domecq. 
264;  KARE Rocky lampa podłogowa z metalu i drewna ;39;"https://lw-cdn.com/images/29F78A19AB02/k_9fba72b3786e4d032ddd1f794ce765a3;w_353;h_353;q_70/kare-rocky-lampa-podlogowa-z-metalu-i-drewna.jpg"; 1449,51zł ;Lampa stojąca Rocky - w oku tygrysa  Lampa stojąca Rocky przejawia bardzo szczególne zachowanie. Klosz przypomina budynek przemysłowy, w którym Balboa kiedyś przygotowywał się do walki ze swoimi przeciwnikami. Czarny klosz z kratką ochronną w połączeniu z jasnym drewnem sosnowym nadaje elegancki akcent i tworzy stylową całość dzięki klasycznemu kształtowi. Drewniane ramię posiada w połowie przegub i dzięki temu można bezstopniowo regulować jego wysokość. Również przemysłowo zaprojektowany klosz może być obracany do żądanej pozycji za pomocą przegubu. Pobierz:   Instrukcja obsługi                    (373 KB) 
265;  Anglepoise Type 75 lampa stojąca ;39;"https://lw-cdn.com/images/B04865953E39/k_e14fd824fbf2b58deaccf93655a4ec64;w_353;h_353;q_70/anglepoise-type-75-lampa-stojaca.jpg"; 1453,90zł ;Lampa podłogowa z możliwością regulacji Typ 75 - w zestawie źródło światła LED  Lampa podłogowa LED typu 75 zapewnia optymalne światło do czytania, ponieważ może być regulowana w unikalny sposób dzięki technologii stałej sprężyny Anglepoise®. Technologia ta pozwala ramieniu lampy poruszać się tak samo elastycznie jak mięśniom ludzkiego ramienia.   Elegancki, klasyczny wygląd sprawia, że oprawa wolnostojąca Type 75 jest akcesorium meblowym, które nie pozostawia nic do życzenia pod względem wyglądu i funkcjonalności, a ponadto harmonizuje z wieloma stylami wyposażenia wnętrz.  Dla uzyskania idealnej równowagi lampy podłogowej zaleca się stosowanie lamp o wadze od 25 do 60 g. Jedna lampa LED wchodzi w zakres dostawy.  - zaprojektowany przez Sir Kennetha Grange'a, znanego projektanta przemysłowego i od 2003 roku dyrektora ds. wzornictwa w Anglepoise®. 
266;  Anglepoise Type 75 lampa podłogowa Margaret Howell ;39;"https://lw-cdn.com/images/302C5CE9346A/k_2f6be139b30908ae734db85f6ae784c8;w_353;h_353;q_70/anglepoise-type-75-lampa-podlogowa-margaret-howell.jpg"; 1453,90zł ;Lampa stojąca LED Type 75 kolekcja Margaret Howell  Lampy Type 75 zostały zaprojektowane w 2004 roku przez projektanta przemysłowego Sir Kennetha Grange'a i należą do absolutnej klasyki wśród lamp. Teraz lampy stojące świecą w nowych, świeżych kolorach, wybranych wyłącznie przez brytyjską projektantkę mody Margaret Howell. Oczywiście, lampa ta jest również wyposażona w mechanizm stałej sprężyny, z którego słynie markowy producent Anglepoise®, co czyni ją idealnym towarzyszem w domowym kąciku do czytania.    Lampa stojąca ma klasyczne, industrialne wzornictwo, które pasuje do najbardziej zróżnicowanych stylów wystroju wnętrz. W połączeniu z nowymi kolorami doda pikanterii każdemu pomieszczeniu, bez względu na to, jak bardzo jest ono ponure.  
267;  Jieldé Loft C1260 łukowa lampa stojąca ;39;"https://lw-cdn.com/images/3C05AEEBDF32/k_9e727ebf4adb5eb5de579a921f767bc0;w_353;h_353;q_70/jielde-loft-c1260-lukowa-lampa-stojaca.jpg"; 3868,90zł ;Lampa podłogowa łukowa Loft C1260 - Wzór przemysłowy wykonany we Francji  Metalowa lampa podłogowa Loft C1260 stanowi pożądany kontrast w stosunku do klasycznych, dobrze znanych lamp łukowych, ponieważ nawet z małą, półokrągłą głowicą lampy osiąga wspaniałe efekty w przestrzeni mieszkalnej. Głowica oprawy jest otoczona uchwytem, który ułatwia dokładne ustawienie stożka świetlnego i jednocześnie podkreśla przemysłowy design lampy podłogowej. Wygięty korpus jest wyposażony w trzy przeguby, które umożliwiają indywidualne ustawienie oprawy. Konstrukcja jest zakończona szeroką podstawą lampy, która zapewnia bezpieczną podstawę.  Lampa łukowa wykonana jest z metalu od stóp do głów i jest starannie wykonana ręcznie przez francuskiego producenta lamp Jieldé. Wszystkie lampy Jieldé są zaopatrzone w identyfikator z numerem, który identyfikuje je jako unikalne i oryginalne. 
268;  2-punktowa lampa stojąca Barnstaple ;39;"https://lw-cdn.com/images/8A43932DD4AE/k_023e2259c2dc878c7459a8217b31655e;w_353;h_353;q_70/2-punktowa-lampa-stojaca-barnstaple.jpg"; Special Price  569,02zł ;2-punktowa lampa stojąca Barnstaple w stylu vintage  Wraz z lampą stojącą Barnstaple do domu trafia prawdziwie duże źródło światła. Elegancka lampa z wąskim stalowym prętem w kolorze czarnym i dwoma spotami umieszczonymi niesymetrycznie na końcu pręta stoi na okrągłej podstawie z drewnianą płytą. Klosze wykonane są z cynku i wyglądają na używane, a przy tym urzekają industrialnym urokiem.  Dwa spoty tej lampy stojącej można ustawić w dowolnym kierunku, co pozwala zapewnić optymalne oświetlenie otaczającego pomieszczenia. Ta stylowa lampa zapewnia jasne światło, które barwnie podkreśla wygląd mebli w domu i stawia je na pierwszym planie, czy to w salonie, czy w biurze, czy też w kąciku do czytania. 
269;  Jieldé Aicler AID833 80+30cm lampa podłogowa ;39;"https://lw-cdn.com/images/41F85BCC8377/k_b8faa62f6a14b00dca8a1e5aac304f67;w_353;h_353;q_70/jielde-aicler-aid833-80-30cm-lampa-podlogowa.jpg"; 1649,90zł ;Prosta lampa podłogowa Aicler AID833 z ramieniem przegubowym  Lampa podłogowa Aicler AID833 w stylu przemysłowym dodaje do pomieszczenia nutkę nostalgii i stanowi interesujący akcent oświetleniowy w wielu różnych koncepcjach pomieszczeń. Oprawa posiada długie, smukłe ramię, które jest wyposażone w przeguby i dzięki temu może być indywidualnie regulowana. Odcień ma klasyczny cylindryczny kształt i jest wykonany z nieprzezroczystego aluminium, dzięki czemu zapewnia ukierunkowaną wiązkę światła, która jest idealna do wielogodzinnego przeglądania ulubionej książki.  Aicler AID833 jest starannie wykonany ręcznie w fabryce francuskiego producenta Jieldé. Firma została założona w latach 50-tych i jest znana z lamp o charakterystycznym wzornictwie przemysłowym i dużej elastyczności. 
270;  Lampa stojąca Amarcord rdzawo-brązowa trzypunktowa ;39;"https://lw-cdn.com/images/D2A2C04FB6F9/k_dbcf206d9ac439b3377f5a33cfe268f6;w_353;h_353;q_70/lampa-stojaca-amarcord-rdzawo-brazowa-trzypunktowa.jpg"; 978,78zł ;Wykonana z rdzawobrązowych rurek - Przemysłowa lampa podłogowa Amarcord z trzema gniazdami  Ta lampa podłogowa jest absolutnym hitem wzornictwa przemysłowego. Rozgałęzione, wygięte rury wodne o zardzewiałym wyglądzie tworzą wszystkie sekcje Amarcord. Na końcach bocznych odgałęzień i górnym końcu ramy znajdują się trzy skierowane do góry oprawki lampowe, które mogą być idealnie wyposażone w żarówki dekoracyjne z uwagi na otwartą konstrukcję bez klosza. Jako autentyczna ozdoba, na dole ramki znajduje się manometr. Z włącznikiem na przewodzie wtykowym. 
271;  Anglepoise Original 1227 lampa stojąca ;39;"https://lw-cdn.com/images/1D4AD387292E/k_911f963a128a7e68365a3b480fc8da4a;w_353;h_353;q_70/anglepoise-original-1227-lampa-stojaca.jpg"; 1649,90zł ;Lampa podłogowa LED Oryginalna 1227: ruchomy dozownik światła do pomieszczeń mieszkalnych i roboczych  W 2012 roku gama opraw Anglepoise® została rozszerzona o lampę podłogową, która jest podobna do lampy stołowej Anglepoise® na górze. Różnica polega na tym, że elastyczna część oprawy, z jej ramieniem przegubowym o stałym mechanizmie sprężynowym, została uzupełniona o prostą ramę, nadając jej wygląd bardziej zbliżony do tradycyjnej lampy podłogowej. Jest to jednak tylko optycznie, funkcjonalnie pozostaje duża elastyczność i równowaga Anglepoise®. Lampa podłogowa, która jest idealna jako lampa do czytania, na przykład w salonie obok kanapy lub obok fotela.  Oryginalny projekt Anglepoise® został stworzony przez angielskiego projektanta przemysłowego George'a Carwardine'a, który w 1930 roku przeniósł swoją wiedzę z projektowania samochodów, gdzie był odpowiedzialny za rozwój amortyzatorów, na rozwój lampy roboczej. Lampa robocza Anglepoise® została wyposażona w specjalne sprężyny, które imitowały ruchliwość ludzkiego ramienia.  - wyposażony w gniazdo E27  - inkluzywny iluminant  - Masa lampy powinna wynosić od 25 do 60 g, aby nie zagrażać równowadze. 
272;  Lampa podłogowa Factory z lnianym kloszem ;39;"https://lw-cdn.com/images/9C284C4F289C/k_479a58b48489bbf01b191bdf140ca37a;w_353;h_353;q_70/lampa-podlogowa-factory-z-lnianym-kloszem.jpg"; Special Price  580,41zł ;Lampa podłogowa Fabryka z ciągnikiem nożycowym i kloszem lnianym  Dzięki swojemu przemysłowemu wyglądowi, lampa podłogowa Factory w urokliwy sposób łączy wzornictwo z funkcjonalnością. Lekkie ramię można łatwo odchylić na wszystkie strony. Ponieważ jest zbudowany jak nożyczki-hoist, może być przedłużony z 35 cm do maksymalnie 55 cm. Dzięki temu przyjemnemu źródłu światła łatwo jest dodać indywidualny akcent do salonu bez zakłócania domowej atmosfery pomieszczenia. Aby uzyskać większe oświetlenie podstawowe w salonie, można wspaniale połączyć to piękne światło z innymi lampami z serii Factory. 
273;  Jieldé Aicler AIC433 przegubowa lampa podłogowa ;39;"https://lw-cdn.com/images/AB36F4FF5436/k_7a2ddcea37fca89d6eda73897bd691ef;w_353;h_353;q_70/jielde-aicler-aic433-przegubowa-lampa-podlogowa.jpg"; 1649,90zł ;Lampa podłogowa Aicler AIC433 łączy w sobie wzornictwo i elastyczność  Francuska tradycyjna firma Jieldé oznacza niepowtarzalny design w stylu przemysłowym i największą możliwą elastyczność. Lampa podłogowa Aicler AIC433 również uosabia te cechy dzięki sześciu przegubom na ramieniu i podstawie lampy. Oznacza to, że oprawa jest nie tylko regulowana na wysokość, ale może być również ustawiona w odpowiedniej pozycji zgodnie z preferencjami użytkownika. Przyciągające wzrok łączenia i szeroka podstawa podkreślają przemysłowy charakter oprawy, a zakrzywiony klosz nadaje jej klasyczny urok.   Na abażurze znajduje się tabliczka z nazwą firmy oraz indywidualnym numerem, który identyfikuje każdą lampę jako unikalną i oryginalną. Ponieważ wszystkie lampy Jieldé są produkowane w skomplikowanym procesie pracy ręcznej, jak już w latach 50. ubiegłego wieku przez założyciela i wynalazcę Jean-Louisa Domecqa. 
274;  Jieldé Aicler AIC833 lampa podłogowa 80+30cm ;39;"https://lw-cdn.com/images/968E9F575B93/k_e053b6c041654bb1319d1b737b5de266;w_353;h_353;q_70/jielde-aicler-aic833-lampa-podlogowa-80-30cm.jpg"; 1649,90zł ;Lampa podłogowa Aicler AIC833 z praktycznym ramieniem przegubowym  Po frustrujących poszukiwaniach odpowiednich opraw do miejsc pracy w fabryce, sam Jean-Louis Domecq szybko zaprojektował oprawę, która spełniała jego wymagania. W ten sposób powstał producent Jieldé, którego nazwa pochodzi od inicjałów Domecq i który do dziś produkuje ręcznie lampy o charakterystycznym wzornictwie przemysłowym. Tak było również w przypadku lampy podłogowej Aicler AIC833.  Oprócz zwięzłego wyglądu, lampa podłogowa jest również niezwykle elastyczna, ponieważ jej orientację można regulować indywidualnie za pomocą ruchomego ramienia. Zakrzywiony klosz oprawy zapewnia ukierunkowane oświetlenie, dzięki czemu oprawa szczególnie nadaje się do oświetlania kanapy lub kącika do czytania. Wytrzymała podstawa i przeguby, które trudno przeoczyć, podkreślają przemysłowy styl lampy, a klosz i długie, smukłe ramię nadają jej nowoczesny wygląd. Oprawa łączy się w ten sposób z najróżniejszymi koncepcjami pomieszczeń, od rustykalnych po nowoczesne minimalistyczne. 
