;Nazwa;Kategoria;zdjecie;Cena zawiera podatek. (brutto);Opis
204;  Lampa podłogowa Factory z lnianym kloszem ;39;"https://lw-cdn.com/images/9C284C4F289C/k_479a58b48489bbf01b191bdf140ca37a;w_353;h_353;q_70/lampa-podlogowa-factory-z-lnianym-kloszem.jpg"; 580,41zł ;Lampa podłogowa Fabryka z ciągnikiem nożycowym i kloszem lnianym  Dzięki swojemu przemysłowemu wyglądowi, lampa podłogowa Factory w urokliwy sposób łączy wzornictwo z funkcjonalnością. Lekkie ramię można łatwo odchylić na wszystkie strony. Ponieważ jest zbudowany jak nożyczki-hoist, może być przedłużony z 35 cm do maksymalnie 55 cm. Dzięki temu przyjemnemu źródłu światła łatwo jest dodać indywidualny akcent do salonu bez zakłócania domowej atmosfery pomieszczenia. Aby uzyskać większe oświetlenie podstawowe w salonie, można wspaniale połączyć to piękne światło z innymi lampami z serii Factory. 
205;  Jieldé Aicler AIC433 przegubowa lampa podłogowa ;39;"https://lw-cdn.com/images/AB36F4FF5436/k_7a2ddcea37fca89d6eda73897bd691ef;w_353;h_353;q_70/jielde-aicler-aic433-przegubowa-lampa-podlogowa.jpg";1649,90zł;Lampa podłogowa Aicler AIC433 łączy w sobie wzornictwo i elastyczność  Francuska tradycyjna firma Jieldé oznacza niepowtarzalny design w stylu przemysłowym i największą możliwą elastyczność. Lampa podłogowa Aicler AIC433 również uosabia te cechy dzięki sześciu przegubom na ramieniu i podstawie lampy. Oznacza to, że oprawa jest nie tylko regulowana na wysokość, ale może być również ustawiona w odpowiedniej pozycji zgodnie z preferencjami użytkownika. Przyciągające wzrok łączenia i szeroka podstawa podkreślają przemysłowy charakter oprawy, a zakrzywiony klosz nadaje jej klasyczny urok.   Na abażurze znajduje się tabliczka z nazwą firmy oraz indywidualnym numerem, który identyfikuje każdą lampę jako unikalną i oryginalną. Ponieważ wszystkie lampy Jieldé są produkowane w skomplikowanym procesie pracy ręcznej, jak już w latach 50. ubiegłego wieku przez założyciela i wynalazcę Jean-Louisa Domecqa. 
206;  Jieldé Aicler AIC833 lampa podłogowa 80+30cm ;39;"https://lw-cdn.com/images/968E9F575B93/k_e053b6c041654bb1319d1b737b5de266;w_353;h_353;q_70/jielde-aicler-aic833-lampa-podlogowa-80-30cm.jpg";1649,90zł;Lampa podłogowa Aicler AIC833 z praktycznym ramieniem przegubowym  Po frustrujących poszukiwaniach odpowiednich opraw do miejsc pracy w fabryce, sam Jean-Louis Domecq szybko zaprojektował oprawę, która spełniała jego wymagania. W ten sposób powstał producent Jieldé, którego nazwa pochodzi od inicjałów Domecq i który do dziś produkuje ręcznie lampy o charakterystycznym wzornictwie przemysłowym. Tak było również w przypadku lampy podłogowej Aicler AIC833.  Oprócz zwięzłego wyglądu, lampa podłogowa jest również niezwykle elastyczna, ponieważ jej orientację można regulować indywidualnie za pomocą ruchomego ramienia. Zakrzywiony klosz oprawy zapewnia ukierunkowane oświetlenie, dzięki czemu oprawa szczególnie nadaje się do oświetlania kanapy lub kącika do czytania. Wytrzymała podstawa i przeguby, które trudno przeoczyć, podkreślają przemysłowy styl lampy, a klosz i długie, smukłe ramię nadają jej nowoczesny wygląd. Oprawa łączy się w ten sposób z najróżniejszymi koncepcjami pomieszczeń, od rustykalnych po nowoczesne minimalistyczne. 
207;  CINE - lampa stojąca w kształcie reflektora ;39;"https://lw-cdn.com/images/CD561C37758B/k_ebf27eb6bee91f8fe27363de461a4fc5;w_353;h_353;q_70/cine-lampa-stojaca-w-ksztalcie-reflektora.jpg";1666,59zł;CINE - nowoczesna lampa stojąca w stylu industrialnym  Zarówno służący za podstawę trójnóg, jak i regulowana głowica w formie reflektora nadają lampie stojącej CINE techniczny, industrialny charakter, dzięki czemu wprowadzi ona do każdego wnętrza klimat starej fabryki. Podstawa jest wykonana z pokrytego czarnym lakierem metalu, głowica zaś wraz z uchwytem i ochronną kratą mają błyszczącą, chromowaną powierzchnię. Przełącznik nożny na kablu zasilającym zapewnia komfortową obsługę lampy. Lampa jest wyposażona w oprawkę E27, dlatego przystosowana jest zarówno do tradycyjnych żarówek, żarówek LED, jak i żarówek energooszczędnych, co czyni z niej niezwykle ekonomiczne źródło oświetlenia dodatkowego oraz niecodzienną dekorację wnętrza. 
208;  Lampa podłogowa Delhi z podstawą trójnożną ;39;"https://lw-cdn.com/images/2F60B45D6D24/k_792ea18beab6943524f02f42a9abebf1;w_353;h_353;q_70/lampa-podlogowa-delhi-z-podstawa-trojnozna.jpg"; 598,29zł ;Metalowa lampa podłogowa Delhi z ramą trójnożną  Czy to obok kanapy czy krzesła do czytania, lampa podłogowa Delhi po prostu przycina dobrą figurę wszędzie i przez cały czas. Szczególnie jego filigranowa, trójnożna rama jest w centrum uwagi. Ciepłe drewno i chłodny metal doskonale się uzupełniają i nadają przemysłowy charakter otaczającemu pomieszczeniu.  Dzięki półokrągłemu kloszowi, który można dowolnie regulować, lampa podłogowa dostarcza światło dokładnie tam, gdzie jest ono potrzebne. Tworzy to naprawdę miłą atmosferę w domu - a ciemne zakątki bez wystarczającej przytulności są w końcu zapomniane. 
209;  2-punktowa lampa podłogowa Satellite ;39;"https://lw-cdn.com/images/6C697DE9A4A0/k_633ba39dc9fc78e6eb1a072cfd34b88f;w_353;h_353;q_70/2-punktowa-lampa-podlogowa-satellite.jpg";489,90zł;Praktyczna lampa podłogowa Satellite w stylu przemysłowym  Nowoczesna lampa podłogowa Satellite jest wyposażona w dwa obrotowe i uchylne reflektory punktowe. Mogą one być indywidualnie ustawiane i w ten sposób emitować światło na wszystkie strony. Praktyczne, na przykład do przełączania między światłem pośrednim dla uzyskania przyjemnej atmosfery a ukierunkowanym światłem do czytania lub pracy ręcznej. Lampa podłogowa Satellite wyposażona jest w wygodny przełącznik nożny i znajduje swoje doskonałe miejsce w salonie. Przemysłowy wygląd sprawia, że lampa podłogowa jest optyczną atrakcją w każdym pomieszczeniu. 
210;  Lampa podłogowa Matrix o wyglądzie klatki ;39;"https://lw-cdn.com/images/9ABDD8D63B40/k_c53984bba827a8b58392f8ee51c4cbaa;w_353;h_353;q_70/lampa-podlogowa-matrix-o-wygladzie-klatki.jpg";688,54zł;Lampa podłogowa Matryca z kloszem klatkowym w kolorze czarnym  Lampa podłogowa Matrix ustawia się uderzająco w pomieszczeniu i zachwyca otwartą, a jednocześnie stabilną konstrukcją. Umiejętne wykorzystanie materiałów z ciemnym wykończeniem daje każdemu pomieszczeniu to coś pewnego.   Uderzający wygląd jest siłą tej stylowej oprawy. Czarny metal spotyka się z ciemnym drewnem i dzieli lampę podłogową na harmonijne segmenty. Klosz na głowicy lampy nadaje instalacji lekkie wykończenie, z głównym naciskiem na przyjemny opad światła. W ten sposób każdy pokój jest uzupełniany przez zgrabny, żyjący dodatek. 
211;  Jieldé Loft D9406 lampa podłogowa 6x40cm ;39;"https://lw-cdn.com/images/6DEEC93AA7FB/k_254a7a6ba37f58b7e8d0ab146dcda372;w_353;h_353;q_70/jielde-loft-d9406-lampa-podlogowa-6x40cm.jpg";3868,90zł;Efektowna lampa podłogowa Loft D9406 w wykonaniu przemysłowym  Lampa podłogowa Loft D9406 nie jest niczym prostym, ponieważ dzięki swoim sześciu ramionom przyciąga wzrok każdego, a tym samym stanowi optyczny akcent w przestrzeni mieszkalnej. Ramiona posiadają przeguby na końcach, za pomocą których można obracać i regulować wysokość lampy. Zaokrąglona główka lampy zapewnia ukierunkowany stożek świetlny, który można ustawić we właściwej pozycji za pomocą uchwytu. Szeroka podstawa lampy zapewnia niezbędną stabilność i posiada mechanizm obrotowy, który umożliwia obracanie lampy o 360°. Dzięki temu lampa podłogowa może być w pełni dostosowana do wymagań użytkownika i warunków panujących w pomieszczeniu.  Za projektem lampy stoi francuski producent Jieldé, który został założony w latach 50-tych przez Jean-Louis Domecq. Podobnie jak w czasach zakładania firmy, lampy są nadal wykonywane ręcznie, dzięki czemu każda z nich jest niepowtarzalna. Lampy Jieldé tworzą równowagę pomiędzy formą, materiałem i funkcjonalnością i nadają każdemu pomieszczeniu pewien dodatek poprzez swój efektowny wygląd. 
212;  Jieldé Signal SI8380 lampa stojąca, 2-pkt. ;39;"https://lw-cdn.com/images/BE4CE204151A/k_fc50621904bbf9813041e5dbb2ca9c31;w_353;h_353;q_70/jielde-signal-si8380-lampa-stojaca-2-pkt.jpg";3422,90zł;Dwupłaszczyznowa lampa podłogowa SI8380 z dwoma elastycznymi regulowanymi ramionami  Ta lampa podłogowa fascynuje z jednej strony swoim przemysłowym wyglądem, a z drugiej strony możliwością regulacji zintegrowanych przegubów. Rodzinna firma Jieldé z Saint-Priest niedaleko Lyonu, założona w 1955 roku przez Jeana-Louisa Domecqa, produkuje ten szlachetny dozownik światła w misternej pracy ręcznej.   Lampa podłogowa SI8380 wyposażona jest w stabilną podstawę oraz dwa ramiona o różnej długości. Każde ramię może być obrócone o 280° w obszarze podstawy. Jedno ramię jest jednoczęściowe, drugie dwuczęściowe z łącznikiem jako połączeniem między elementami. Obie głowice lamp mogą być obracane o 360°. Kierunek światła można zawsze elastycznie regulować. Z włącznikiem nożnym na kablu.  Każde z tych świateł jest unikalnym elementem, który jest podkreślony numerowaną tablicą na świetle.  - Odbłyśniki wewnątrz bieli - optymalne odbicie światła  - gniazdo ceramiczne 
213;  Lampa podłogowa Macbeth z metalu w modnej miedzi ;39;"https://lw-cdn.com/images/486406FFD6BF/k_7cda3c681a18da364de7f872d7f8ae95;w_353;h_353;q_70/lampa-podlogowa-macbeth-z-metalu-w-modnej-miedzi.jpg";508,05zł;Makbet - Lampa podłogowa w stylu przemysłowym  Ich wzornictwo doskonale wpisuje się w nowoczesność, choć ich wygląd naśladuje dawno minione czasy. Odcień kopuły, który wygląda trochę grubo, i rama lampy podłogowej Makbeta są również w antycznym odcieniu miedzi. Szczególną cechą lampy podłogowej jest możliwość regulacji ramienia górnego i klosza. Jest to możliwe dzięki małym śrubom, które nie tylko są tu funkcjonalne, ale jednocześnie stanowią element konstrukcyjny. Lampa podłogowa Macbeth jest więc idealnym uzupełnieniem koncepcji wyposażenia wnętrz w stylu przemysłowym lub nowoczesnych pomieszczeń mieszkalnych, które poszukują szczególnego podkreślenia. 
214;  Lampa stojąca Karoli, elastyczne ramię, czarna ;43;"https://lw-cdn.com/images/A5355177D282/k_b40774f149f72fb72c4bc92b807c865e;w_353;h_353;q_70/lampa-stojaca-karoli-elastyczne-ramie-czarna.jpg"; 190,98zł ;Czarna lampa stojąca Karoli z elastyczną głowicą, idealna jako uzupełnienie minimalistycznych elementów wyposażenia i stylów aranżacji, w których dominuje nieco bardziej skandynawski design  Karoli ucieleśnia elegancki minimalizm, ponieważ z pewnością brak tu zbędnych detali, dominuje natomiast purystyczny wygląd, pełen prostej i szlachetnej elegancji. Cały korpus od głowicy aż po stopę wykonany jest z metalu i ma ciemne wykończenie o barwie matowej czerni, dzięki czemu z pewnością przyciągnie wzrok. Klosz nie przekonuje bogatymi formami, ale wręcz przeciwnie – nowoczesną prostolinijnością, a mając cylindryczny kształt, ucieleśnia swoisty uniwersalizm, który cieszy oko także po latach, gdyż nie podlega żadnej modzie. Tak wygląda prawdziwa elegancja!  Dzięki elastycznemu ramieniu głowicę można obracać w zależności od potrzeb, a tym samym wydajność świetlną można wyregulować kilkoma ruchami ręki. Ta lampa stojąca to wart uwagi element oświetleniowy, szczególnie jako lampka do czytania. Bardzo przekonująca jest także możliwość zastosowania jej jako źródła światła pośredniego, skierowanego do góry.  Pobierz:   Instrukcja obsługi                    (164 KB) 
215;  Lucande Valina lampa sufitowa ze szkła ;36;"https://lw-cdn.com/images/A7F18DF9D637/k_b15b8c846f40cc1d87a98a11f409f414;w_353;h_353;q_70/lucande-valina-lampa-sufitowa-ze-szkla.jpg"; 247,89zł ;Lampa sufitowa Valina z kloszem o indywidualnym kształcie  Lampa sufitowa Valina prezentuje się w ciekawym wzornictwie i zachwyca kloszem. Został on wykonany ze szkła i ma bardzo indywidualnie zaprojektowany kształt. Oprawa sufitowa wykonana jest z żelaza i została pokryta wykończeniem w kolorze chromu.  Powściągliwy, a jednocześnie niepowtarzalny wygląd tej lampy daje neutralny efekt kolorystyczny i może odpowiednio dopasować się do różnych wnętrz. Valina może być wspaniale zintegrowana z własnym salonem i nadaje się również do sektora komercyjnego. Pobierz:   Instrukcja obsługi                    (309 KB) 
216;  Lucande Alexaru lampa sufitowa, 4-pkt., złota ;36;"https://lw-cdn.com/images/161238800493/k_f615357db7566a86a6af2b32369da322;w_353;h_353;q_70/lucande-alexaru-lampa-sufitowa-4-pkt-zlota.jpg"; 571,46zł ;"Czteropłomienna designerska lampa sufitowa Alexaru w szlachetnym wzorze plastra miodu i ze złotą powierzchnią  Alexaru jest jako lampa sufitowa, ale także z mocowaniem ściennym naprawdę pięknym przyciągaczem wzroku, który nie mógłby wyglądać bardziej szlachetnie i jest przy tym cudownie dekoracyjny. Wizualnie konstrukcja podzielona jest na cztery elementy, z których każdy wyposażony jest w żarówkę E27 umieszczoną pośrodku i lekko przesuniętą na wysokość. Oprawa jest produktem wysokiej jakości, wykonanym zgodnie ze standardami wzornictwa, o niepowtarzalnej charyzmie i prawdziwym charakterze obiektu, dzięki czemu stanowi coś więcej niż tylko zwykłe źródło światła na ścianie lub suficie, ale zawsze również obiekt dekoracyjny o bardzo indywidualnym i luksusowym charakterze. Równie dobrze sprawdza się w pomieszczeniach mieszkalnych, jak i w środowisku komercyjnym, np. w hotelach i restauracjach. Wygląd plastra miodu, który jest podzielony na pastylki, wygląda naprawdę ekscytująco i odpowiada jednemu z najgorętszych trendów w aranżacji wnętrz. Jednak plastry miodu nie tylko służą pięknemu wyglądowi, ale także pomagają Alexaru w magicznej grze świateł, gdy są włączone, co artystycznie przedstawia światło i cień na ścianie lub suficie. Matowa złota powierzchnia filigranowych, wysokiej jakości przetworzonych plastrów miodu podkreśla szlachetny efekt lampy ściennej i nadaje jej szczególnie ciepły, przytulny wyraz.  Jeśli chcesz harmonijnie dopełnić stylowe wrażenie, polecamy lampy LED z lustrzanym odbiciem, które z jednej strony zużywają niewiele prądu, a z drugiej są dostępne w szczególnie ciepłych barwach światła. Ponadto lustrzane odbicie głowy tego typu oświetlaczy wzmacnia szlachetny efekt świetlny i redukuje do minimum efekt olśnienia, a w przypadku zastosowania jako lampa sufitowa daje wyłącznie pośrednie światło, co zawsze jest cenione, gdy chcemy stworzyć atmosferę pełną przytulności.  Unikalny produkt designerski zgodny z hasłem ""Midcentury meets Loft""!  "
217;  Lucande Limana kryształowa lampa sufitowa, 50 cm ;36;"https://lw-cdn.com/images/4E81B4E6A3FB/k_321c28aabcffce706c6a2fa954ff8018;w_353;h_353;q_70/lucande-limana-krysztalowa-lampa-sufitowa-50-cm.jpg"; 978,78zł ;Lampa sufitowa Limana o sześciokątnym świetle i kloszu kryształowym  To piękne źródło światła wnosi do pokoju szczególny charakter, który zdecydowanie warto zobaczyć. Rama wykonana jest z litego żelaza, a abażur z cennego kryształu. Filigranowe elementy krystaliczne zapewniają indywidualną grę światła na ścianach i suficie.  Wyposażony w sześć palników, Limana może być wyposażony zarówno w źródła światła z funkcją ściemniania, jak i bez funkcji ściemniania - wybór pozostawiamy użytkownikowi. Szczególnie dobrze nadają się jednak źródła światła LED, które dzięki swojej technologii są szczególnie energooszczędne. Oprawa ta może być stosowana zarówno w domu jak i w biznesie. Pobierz:   Instrukcja obsługi                    (493 KB) 
218;  Lucande Limana kryształowa lampa sufitowa, 36 cm ;36;"https://lw-cdn.com/images/A4DC0C59C06C/k_19bba61f7798b77ce048b9c8ce7431c3;w_353;h_353;q_70/lucande-limana-krysztalowa-lampa-sufitowa-36-cm.jpg"; 589,35zł ;Kryształowe światło sufitowe Limana wyczarowuje na suficie szczególny nastrój  Dzięki swojemu cennemu kloszowi lampa sufitowa Limana przyciąga wszystkie oczy. Jego rama została wykonana z solidnego żelaza, a abażur składa się z wielu kryształowych elementów. Przynoszą one bardzo ciekawe efekty świetlne na suficie i ścianach, które zapewniają szczególną atmosferę.  Wewnątrz klosza ukryte są w sumie cztery palniki, które mogą być wyposażone w żarówki G9. W przypadku zastosowania żarówek z możliwością ściemniania, w razie potrzeby można zmienić jasność oprawy i w ten sposób dostosować warunki oświetleniowe do własnych potrzeb. Pobierz:   Instrukcja obsługi                    (475 KB) 
219;  Lucande Alexaru lampa sufitowa 6-pkt złota okrągła ;36;"https://lw-cdn.com/images/923D8D529D0F/k_7638b2810259be8df4429ddeb7eac624;w_353;h_353;q_70/lucande-alexaru-lampa-sufitowa-6-pkt-zlota-okragla.jpg"; 913,74zł ;Duża designerska lampa sufitowa Alexaru w optyce plastra miodu, wykończenie w kolorze złotym, sześciopłomienna - Midcentury meets Loft  Alexaru uosabia indywidualny język designu i jest dużą, prawie okrągłą lampą sufitową, która należy do bardzo dekoracyjnej serii oświetleniowej i ma wyraźny charakter obiektu. Dzięki temu oprawa może być stosowana zarówno w prywatnych pomieszczeniach mieszkalnych, jak i w miejscach publicznych, np. hotelach, restauracjach, galeriach i muzeach, stanowiąc nie tylko źródło światła, ale także element dekoracyjny o luksusowym charakterze. Sześć połączonych ze sobą, ale wizualnie nieco oddzielonych od siebie elementów tworzy razem korpus tej lampy sufitowej, który składa się z wielu matowych plastrów miodu w odcieniu złota, charakteryzujących się bardzo wysoką jakością wykończenia, przy czym struktura plastra miodu należy do najgorętszych trendów naszych czasów. Cały design lampy sprawia wrażenie bardzo luksusowego, a matowa powierzchnia w pięknym złotym odcieniu podkreśla ten efekt i wzbogaca lampę, która nadaje się również do montażu na ścianie, o ciepły wyraz.  Jednak to nie tylko wygląd stanowi o wyjątkowości tej oprawy, również efekt świetlny jest prawdziwie magiczny dzięki strukturze plastra miodu i przypomina grę światła i cienia. Jest to jeszcze bardziej widoczne w przypadku lamp LED do lusterek przednich, ponieważ światło jest wtedy silniej kierowane na estetyczną strukturę na ścianie lub suficie i doskonale ją oświetla. Ponadto do minimum zredukowano w ten sposób efekt olśnienia, a w przypadku montażu na suficie emitowane jest nawet całkowicie pośrednie światło, które sprawia niezwykle przytulne wrażenie. Ponadto lampy LED są zazwyczaj trwałe, energooszczędne i można je nabyć w wyjątkowo ciepłych barwach światła. 
220;  Artemide Teti designerska lampa sufitowa, biała ;36;"https://lw-cdn.com/images/86A8E7CA250C/k_6f0c1c5afaf8e32ba52aa2e0fc01e927;w_353;h_353;q_70/artemide-teti-designerska-lampa-sufitowa-biala.jpg"; 180,41zł ;Lampa ścienna i sufitowa Teti firmy Artemide  Model Teti projektanta Vico Magistretti jest projektem, który pierwotnie powstał w roku 1970. Redukcja do tego, co najistotniejsze jest wciąż wyrazem stylu, który zarówno wówczas, jak i obecnie zyskuje wielu zwolenników. Lampa ścienna Teti składa się zasadniczo tylko z oprawy z kolistą obudową wykonaną z białego lśniącego poliwęglanu - wystarczy włożyć odpowiednią żarówkę - gotowe. Naturalnie w przypadku lampy bez klosza ważne jest zastosowanie dekoracyjnej żarówki, aby zachować estetykę całej lampy.   Teti może być stosowana zarówno jako lampa ścienna, jak i jako lampa sufitowa.   Projekt lampy Teti pochodzi od projektanta i architekta Vico Magistretti, który poza tym, że był projektantem, pracował również jako planista miejski. Vico Magistretti za życia pracował m. in. dla Artemide. Tam również powstała lampa ścienna i sufitowa Teti. Artemide należy do grona najbardziej znanych na świecie producentów lamp designerskich. Oprócz słynnych projektantów, podstawę sukcesu lamp Artemide tworzą własne zakłady produkcyjne, fabryki szkła oraz własne centrum innowacji i badań.  Pobierz:   Specyfikacja techniczna                    (85 KB)    Instrukcja obsługi                    (345 KB)    Instrukcja obsługi 2                    (345 KB)    Photometric Data LDT                    (7 KB) 
221;  Lampa sufitowa LED Easy Cruiser wygląd Skateboardu ;36;"https://lw-cdn.com/images/12734865D62F/k_6575f18f8c75293722f2795a03482940;w_353;h_353;q_70/lampa-sufitowa-led-easy-cruiser-wyglad-skateboardu.jpg"; 453,58zł ;Fascynująca lampa sufitowa LED Easy Cruiser dla fanów skatingu  Lampa sufitowa LED Easy Cruiser w kształcie deskorolki prezentuje się jako szczególny rodzaj atrakcji. Deskorolka została pomalowana w jaskrawych kolorach z artystycznym motywem. Pomiędzy osiami kół znajdują się trzy okrągłe spoty LED diodami o barwie ciepłej bieli. Same białe rolki są również wyposażone w małe diody LED i są ozdobą tej lampy. Easy Cruiser nadaje się szczególnie do pomieszczeń młodzieżowych lub hobbystycznych i może być używany z dobrym oświetleniem ogólnym.  Lampa sufitowa LED Easy Cruiser została wyprodukowana w Niemczech i zachwyca fantastycznym designem małych i dużych fanów skatingu. 
222;  Deskorolka–lampa LED Easy Cruiser Graffiti ;36;"https://lw-cdn.com/images/EF69714BC95D/k_1390d8db1d574ec9ecb4e5142bd5756a;w_353;h_353;q_70/deskorolka-lampa-led-easy-cruiser-graffiti.jpg"; 652,76zł ;Ściemniana lampa sufitowa LED Easy Cruiser Graffiti o wyglądzie deskorolki, sterowana radiowo  Niebieska deskorolka z motywem graffiti już sama w sobie przyciąga wzrok, ale jeśli jest zawieszona na suficie i może emitować światło na kilka sposobów, to jest absolutną atrakcją w pokoju dziecka. Deskorolka wyposażona jest w siedem źródeł światła, które można włączać i wyłączać za pomocą pilota radiowego dostarczonego w zestawie. Jasność trzech spotów LED owych, które są wbudowane w dolnej części elementu z nadrukiem graffiti, można również zmniejszać. Akcenty kolorystyczne tworzy się tu za pomocą elastycznych pasków LED RGB mocowanych do kół. Mogą one być przełączane oddzielnie.  Ta lampa sufitowa Easy Cruiser Graffiti inspiruje małych i dużych miłośników deskorolek swoim nowoczesnym designem i różnorakim oświetleniem LED.   
223;  Lucande Kartio lampa sufitowa, 2-pkt., nikiel ;36;"https://lw-cdn.com/images/1648F312B790/k_52272522c6aa96e19f3509180eaf94fa;w_353;h_353;q_70/lucande-kartio-lampa-sufitowa-2-pkt-nikiel.jpg"; 164,96zł ;Lampa sufitowa Kartio z elastycznymi przegubami kulowymi i dwoma kloszami w kształcie stożka  Lampa sufitowa Kartio zaskakuje na całej linii, ponieważ jest zorientowana zarówno na design, jak i na funkcjonalność. Lampa składa się z efektownej płyty montażowej w kształcie czarnego prostokąta. Do niego przymocowane są dwa małe przeguby kulowe, które umożliwiają poruszanie kloszami.  Dzięki specjalnemu kształtowi kloszy, światło może być emitowane tylko w jednym kierunku. W ten sposób nie tylko oferują geometryczną przejrzystość, ale także punktują funkcjonalną cechą. Kierunek emisji światła można dowolnie zmieniać, odchylając klosze do góry lub do dołu. Jeśli wybór źródeł światła padnie na ściemnialne reflektory, jasność oprawy można dostosować do indywidualnych potrzeb za pomocą zwykłego ściemniacza ściennego (ściemniacz na wyłączność).  Wreszcie, oprawa Kartio przekonuje swoim uporządkowanym i ekskluzywnym wzornictwem. Połączenie kolorystyczne niklu i czerni idzie w parze z modnym obecnie metalowym wyglądem. Koncepcja tej serii opraw, zredukowana do niezbędnego minimum, może być stylowo wkomponowana zwłaszcza w pomieszczeniach o nowoczesnym wyposażeniu. Pobierz:   Instrukcja obsługi                    (396 KB) 
224;  Lucande Kartio lampa sufitowa, 3-pkt., mosiądz ;36;"https://lw-cdn.com/images/46592F3257D8/k_d8763eaf0f31b4b025a81f3538ab7f91;w_353;h_353;q_70/lucande-kartio-lampa-sufitowa-3-pkt-mosiadz.jpg"; 229,19zł ;Lampa sufitowa Kartio z trzema odchylanymi źródłami światła w nowoczesnym metalowym wzornictwie  Lampa sufitowa Kartio inspiruje swoim wyraźnie ustrukturyzowanym kształtem i designem zredukowanym do niezbędnego minimum. Wykonany z solidnego żelaza, wnosi do salonów solidny wygląd i trwałość. Dzięki trzem źródłom światła wspaniale nadaje się do oświetlania przedpokoju lub jako główne oświetlenie w salonie i jadalni.  Wizualnie Kartio łączy w sobie wyraźne geometryczne kształty, bo o ile stelaż został zaprojektowany prosto w formie prostokąta, o tyle klosze oferują więcej dynamiki dzięki pięknemu stożkowatemu kształtowi. Klasyczna czerń i szlachetny mosiądz spotykają się harmonijnie i podkreślają stylowy charakter lampy.  Dodatkową atrakcją jest możliwość regulacji kąta nachylenia trzech kloszy za pomocą wbudowanych przegubów kulowych. Ta praktyczna funkcja pozwala na uzyskanie bardzo indywidualnych efektów świetlnych w salonie i zapewnia niepowtarzalny charakter. Pobierz:   Instrukcja obsługi                    (350 KB) 
225;  Slamp Veli Prisma - lampa sufitowa, Ø 53cm ;36;"https://lw-cdn.com/images/6FE99F16AC7A/k_f8b7cdabfc4187b1d52fdc93d7626dcb;w_353;h_353;q_70/slamp-veli-prisma-lampa-sufitowa-o-53cm.jpg"; 949,51zł ;Czarująca lampa sufitowa VELI PRISMA o wyjątkowym designie z materiału „Prisma Lentiflex”  Ta ekskluzywna lampa sufitowa nada każdemu wnętrzu elegancki wygląd, a dzięki łagodnym liniom zachwyca optymalną jakością światła. Niezwykły design zapewni wyjątkowe efekty świetlne.  Lampę można umieścić na suficie za pomocą praktycznego systemu z magnesem. Dzięki niemu klosz lampy można łatwo zdjąć Ułatwia to nie tylko wymianę żarówki, ale również czyszczenie lampy.  Wizjonerskie lampy tworzone przez designerów we Włoszech - Slamp  Włoska kuźnia designerów Slamp z siedzibą w Rzymie została założona na początku lat 90. XX wieku. przez Roberto Zilianiego. Ziliani już wcześniej działał twórczo zanim odkrył swoją pasję i możliwości, jaki daje światło.  Spełniające najwyższe standardy materiały, wykonanie i jakość  Marka Slamp kładzie szczególny nacisk na tworzenie nowych materiałów. Oprócz naturalnych i tradycyjnych surowców takich jak skóra, miedź, kryształ czy stal szlachetna firma Slamp wykorzystuje również własne opatentowane materiały jak Cristalflex®, Opalflex® i Lentiflex®. Dzięki nim możliwe jest stworzenie wyjątkowych efektów świetlnych. Na przykład materiał Lentiflex® służy jako woda, która w zależności od kąta patrzenia zmienia kolor. To właśnie własne materiały marki Slamp oraz powstałe z nich lampy są silnymi atutami firmy. Należą do nich również między innymi spory poziom innowacji, kreatywności oraz oryginalności, a także doskonałe wyczucie działania światła. Pobierz:   Specyfikacja techniczna                    (2.6 MB) 
226;  Klasyczna lampa sufitowa DENIA wersja chromowana ;36;"https://lw-cdn.com/images/8EDFF666B863/k_8430d21bbbbc4a6b5984505448adb2c4;w_353;h_353;q_70/klasyczna-lampa-sufitowa-denia-wersja-chromowana.jpg";554,39zł;Klasyczna lampa sufitowa DANIA z polerowanym chromem i szkłem.  Ta elegancka okrągła lampa sufitowa - od dawna sprawdzona - emituje jasne, nieoślepiające światło w łazience, korytarzu i innych pomieszczeniach. Chromowana rama jak również biała okrywa szklana zapewniają ponadczasowy i niezależny stylowo wygląd, dający się wkomponować wszędzie i w każdym czasie. Pobierz:   Specyfikacja techniczna                    (53 KB)    Instrukcja obsługi                    (1.1 MB) 
227;  Lampa sufitowa LED Keto, stopień ochrony IP44 ;36;"https://lw-cdn.com/images/4AB676DE3BCE/k_21158b06eed000b083bf0a18602d2751;w_353;h_353;q_70/lampa-sufitowa-led-keto-stopien-ochrony-ip44.jpg";326,75zł;Lampa sufitowa LED Keto o cylindrycznym kształcie, emitująca światło o barwie ciepłej bieli  Dzięki cylindrycznej lampie sufitowej LED Keto łazienka jest nie tylko pięknie oświetlona, ale również zostaje wzbogacona o pewien styl, . Dzięki chromowanemu i błyszczącemu cokołowi i eleganckiemu kloszowi z opalowego szkła ta lampa sufitowa jest bowiem szczególnie atrakcyjnym źródłem światła. Światło jest generowane wewnątrz opalowego cienia szkła przez ciepłobiałą diodę LED i emitowane do otoczenia przez klosz w taki sposób, że nie oślepia obserwatora.   Większe łazienki mogą być również pięknie oświetlone za pomocą Keto, ponieważ można lampy te można łączyć w grupy po kilka sztuk, a tym samym wraz z montażem każdej kolejnej lampy zwiększyć też potencjalne natężenie światła.   Posiada stopień ochrony IP44. 
